,full_name,company,selling_price,year,km_driven,owner_type,fuel_type,transmission_type
16747,Mercedes-Benz C-Class C,Mercedes-Benz,740000,2010,45000,First Owner,Diesel,Automatic
16748,Mahindra XUV500 W6,Mahindra,800000,2015,50000,First Owner,Diesel,Manual
16749,Mercedes-Benz GLE Class,Mercedes-Benz,3950000,2016,68400,First Owner,Diesel,Automatic
16750,Maruti Ciaz 1.3,Maruti,702000,2018,50000,First Owner,Diesel,Manual
16751,Hyundai i10 Magna,Hyundai,275000,2010,60000,First Owner,Petrol,Manual
16752,Audi Q3 2.0,Audi,1200000,2012,120000,First Owner,Diesel,Automatic
16753,Maruti Alto 800,Maruti,236000,2013,52000,First Owner,Petrol,Manual
16754,Skoda Rapid 1.6,Skoda,575000,2015,33000,First Owner,Petrol,Automatic
16755,Mahindra Scorpio EX,Mahindra,450000,2014,213000,First Owner,Diesel,Manual
16756,Maruti Swift VDI,Maruti,725000,2018,40000,First Owner,Diesel,Manual
16757,Hyundai Santro Xing,Hyundai,110000,2008,85000,First Owner,Petrol,Manual
16758,Hyundai i10 Era,Hyundai,190000,2008,57000,First Owner,Petrol,Manual
16760,Renault Duster 85PS,Renault,740000,2014,57000,First Owner,Diesel,Manual
16761,Toyota Etios VD,Toyota,400000,2014,225000,First Owner,Diesel,Manual
16762,Volkswagen Polo Petrol,Volkswagen,299000,2012,58700,First Owner,Petrol,Manual
16763,Maruti Alto 800,Maruti,229999,2015,30000,First Owner,Petrol,Manual
16764,Honda Mobilio RS,Honda,605000,2014,71000,First Owner,Diesel,Manual
16765,Hyundai EON Magna,Hyundai,211000,2015,35000,First Owner,Petrol,Manual
16766,Ford Figo Diesel,Ford,200000,2011,110000,First Owner,Diesel,Manual
16767,Volkswagen Polo Petrol,Volkswagen,395000,2010,50000,First Owner,Petrol,Manual
16768,Skoda Octavia Elegance,Skoda,1275000,2015,81000,First Owner,Petrol,Automatic
16769,Maruti Swift VXI,Maruti,574000,2018,41000,First Owner,Petrol,Manual
16770,Hyundai Verna 1.6,Hyundai,690000,2014,43000,First Owner,Petrol,Automatic
16771,Maruti Ciaz 1.3,Maruti,725000,2017,38629,First Owner,Diesel,Manual
16772,Mahindra Scorpio 2009-2014,Mahindra,599000,2012,85000,First Owner,Diesel,Manual
16773,BMW 7 Series,BMW,1950000,2010,71000,First Owner,Diesel,Automatic
16774,Honda Brio S,Honda,325000,2012,57000,First Owner,Petrol,Manual
16775,MG Hector Sharp,MG,2075000,2019,35803,First Owner,Diesel,Manual
16776,Hyundai Grand i10,Hyundai,550000,2017,47961,First Owner,Petrol,Manual
16777,Maruti Ciaz Alpha,Maruti,1015000,2018,11113,First Owner,Petrol,Manual
16778,Datsun RediGO T,Datsun,259000,2017,80000,First Owner,Petrol,Manual
16779,Honda City i,Honda,550000,2015,42000,First Owner,Petrol,Manual
16780,Hyundai EON Era,Hyundai,260000,2014,18111,First Owner,Petrol,Manual
16781,Hyundai Grand i10,Hyundai,484999,2015,69000,First Owner,Petrol,Automatic
16782,Hyundai Xcent 1.2,Hyundai,550000,2019,25000,First Owner,Petrol,Manual
16783,Maruti Wagon R,Maruti,350000,2015,90000,First Owner,Petrol,Manual
16784,Ford Ecosport 2015-2021,Ford,550000,2016,33000,First Owner,Petrol,Manual
16785,Honda City i,Honda,875000,2015,15000,First Owner,Petrol,Manual
16786,Mahindra XUV500 W8,Mahindra,1245000,2016,72000,First Owner,Diesel,Manual
16787,Maruti 800 AC,Maruti,89000,2008,73000,First Owner,Petrol,Manual
16788,Maruti Swift AMT,Maruti,875000,2019,30000,First Owner,Diesel,Automatic
16789,Nissan Terrano XV,Nissan,550000,2014,175000,First Owner,Diesel,Manual
16790,Maruti Swift LXI,Maruti,475000,2017,75000,First Owner,Petrol,Manual
16791,Maruti Vitara Brezza,Maruti,711000,2018,30000,First Owner,Diesel,Manual
16792,Honda City i-VTEC,Honda,1050000,2017,25000,First Owner,Petrol,Automatic
16793,Ford Figo 1.2P,Ford,500000,2017,40000,First Owner,Petrol,Manual
16794,Maruti Swift ZDI,Maruti,800000,2018,59311,First Owner,Diesel,Manual
16795,Hyundai i20 1.4,Hyundai,359000,2012,77000,First Owner,Diesel,Manual
16796,Skoda Fabia 1.2,Skoda,325000,2011,54000,First Owner,Diesel,Manual
16797,Maruti Alto K10,Maruti,290000,2014,53000,First Owner,Petrol,Manual
16798,Maruti Swift ZXI,Maruti,220000,2008,80000,First Owner,Petrol,Manual
16799,Maruti Ertiga CNG,Maruti,900000,2018,56000,First Owner,CNG,Manual
16800,Chevrolet Beat Diesel,Chevrolet,215000,2016,90000,First Owner,Diesel,Manual
16801,Nissan Micra XV,Nissan,265000,2015,47000,First Owner,Petrol,Automatic
16802,Hyundai i20 Petrol,Hyundai,850000,2018,30000,First Owner,Petrol,Manual
16803,Tata Nano Lx,Tata,110000,2011,63924,First Owner,Petrol,Manual
16804,Datsun RediGO T,Datsun,270000,2017,28100,First Owner,Petrol,Manual
16805,Tata Sumo MKII,Tata,250000,2010,120000,First Owner,Diesel,Manual
16806,Hyundai Verna CRDi,Hyundai,750000,2017,56100,First Owner,Diesel,Manual
16807,Hyundai Creta 1.4,Hyundai,1100000,2019,40000,First Owner,Diesel,Manual
16808,Chevrolet Enjoy Petrol,Chevrolet,400000,2013,60000,First Owner,Petrol,Manual
16810,Toyota Innova 2.5,Toyota,1550000,2014,44000,First Owner,Diesel,Manual
16811,BMW X3 xDrive20d,BMW,2025000,2014,65000,First Owner,Diesel,Automatic
16812,Tata Indica Vista,Tata,170000,2012,120000,First Owner,Diesel,Manual
16813,Hyundai Santro Xing,Hyundai,175000,2004,63630,First Owner,Petrol,Manual
16815,Maruti Alto LXi,Maruti,91000,2008,60000,First Owner,Petrol,Manual
16816,Mahindra Marazzo M8,Mahindra,1450000,2019,50000,First Owner,Diesel,Manual
16818,Volkswagen Polo 1.2,Volkswagen,575000,2014,40000,First Owner,Petrol,Manual
16819,Nissan Terrano XE,Nissan,500000,2014,90000,First Owner,Diesel,Manual
16820,Hyundai Verna 1.6,Hyundai,875000,2017,20000,First Owner,Petrol,Manual
16821,Volkswagen Ameo 1.0,Volkswagen,575000,2018,19600,First Owner,Petrol,Manual
16822,Maruti Swift VDI,Maruti,700000,2018,50000,First Owner,Diesel,Manual
16823,Hyundai i10 Sportz,Hyundai,325000,2012,75750,First Owner,Petrol,Manual
16825,Hyundai Grand i10,Hyundai,525000,2016,29000,First Owner,Petrol,Manual
16826,Mahindra TUV 300,Mahindra,700000,2017,15000,First Owner,Diesel,Manual
16828,Hyundai EON Era,Hyundai,275000,2012,34000,First Owner,Petrol,Manual
16829,Maruti Swift Dzire,Maruti,400000,2011,80930,First Owner,Petrol,Manual
16830,Mahindra Scorpio 1.99,Mahindra,985000,2017,68000,First Owner,Diesel,Manual
16831,Maruti Ertiga SHVS,Maruti,850000,2016,110000,First Owner,Diesel,Manual
16832,Land Rover Discovery,Land,4750000,2019,4000,First Owner,Diesel,Automatic
16833,Nissan Sunny Diesel,Nissan,320000,2012,77000,First Owner,Diesel,Manual
16834,Chevrolet Beat LS,Chevrolet,315000,2016,64000,First Owner,Petrol,Manual
16835,Maruti Eeco 5,Maruti,130000,2010,22000,First Owner,Petrol,Manual
16836,Renault KWID 1.0,Renault,440000,2019,8500,First Owner,Petrol,Manual
16837,Honda New Accord,Honda,675000,2012,51000,First Owner,Petrol,Automatic
16839,Honda Amaze VX,Honda,825000,2018,20833,First Owner,Petrol,Manual
16840,Tata Nano Twist,Tata,180000,2014,48931,First Owner,Petrol,Manual
16841,Hyundai Verna 1.6,Hyundai,635000,2015,71000,First Owner,Petrol,Manual
16842,BMW 5 Series,BMW,2499000,2015,25000,First Owner,Diesel,Automatic
16843,Maruti Celerio VXI,Maruti,390000,2017,49600,First Owner,Petrol,Manual
16844,Honda Amaze VX,Honda,400000,2014,81747,First Owner,Petrol,Manual
16845,Maruti Alto K10,Maruti,350000,2015,32900,First Owner,Petrol,Manual
16846,Maruti Ertiga CNG,Maruti,925000,2019,34000,First Owner,CNG,Manual
16847,Tata Indigo LS,Tata,90000,2006,90000,First Owner,Diesel,Manual
16848,Hyundai Xcent 1.2,Hyundai,551000,2014,82207,First Owner,Petrol,Manual
16849,BMW X1 sDrive20d,BMW,1300000,2015,45000,First Owner,Diesel,Automatic
16850,Hyundai i10 Asta,Hyundai,385000,2014,82000,First Owner,Petrol,Manual
16851,Ford Figo Petrol,Ford,240000,2010,63500,First Owner,Petrol,Manual
16852,Hyundai i10 Era,Hyundai,265000,2013,72000,First Owner,Petrol,Manual
16853,Nissan Sunny XL,Nissan,285000,2012,113546,First Owner,Petrol,Manual
16855,Renault Pulse Petrol,Renault,315000,2013,53000,First Owner,Petrol,Manual
16856,Ford Fiesta Classic,Ford,280000,2012,80000,First Owner,Diesel,Manual
16857,Hyundai i20 Sportz,Hyundai,400000,2012,43000,First Owner,Diesel,Manual
16858,BMW 3 Series,BMW,1650000,2014,41000,First Owner,Diesel,Automatic
16859,Chevrolet Aveo 1.4,Chevrolet,210000,2009,74000,First Owner,Petrol,Manual
16860,Tata Manza Aura,Tata,200000,2010,100000,First Owner,Petrol,Manual
16861,Hyundai Verna 1.6,Hyundai,495000,2011,46000,First Owner,Petrol,Manual
16862,Maruti Wagon R,Maruti,385000,2013,40000,First Owner,Petrol,Manual
16863,Hyundai i20 2015-2017,Hyundai,795000,2019,25000,First Owner,Petrol,Manual
16864,Mercedes-Benz C-Class C,Mercedes-Benz,649000,2009,56000,First Owner,Petrol,Automatic
16865,Hyundai Creta 1.6,Hyundai,1150000,2016,70000,First Owner,Diesel,Automatic
16866,Maruti Swift Dzire,Maruti,595000,2014,89504,First Owner,Diesel,Manual
16867,Hyundai Xcent 1.1,Hyundai,459999,2016,80000,First Owner,Diesel,Manual
16868,Chevrolet Spark 1.0,Chevrolet,195000,2008,42000,First Owner,Petrol,Manual
16869,Maruti Alto K10,Maruti,360000,2017,30000,First Owner,Petrol,Manual
16870,Volkswagen Vento Petrol,Volkswagen,350000,2012,57500,First Owner,Petrol,Automatic
16871,Volkswagen Polo 2015-2019,Volkswagen,655000,2016,63000,First Owner,Diesel,Manual
16872,Toyota Etios Liva,Toyota,500000,2014,120000,First Owner,Diesel,Manual
16874,Tata Nano Lx,Tata,69000,2010,55485,First Owner,Petrol,Manual
16876,Toyota Fortuner 3.0,Toyota,1175000,2011,91000,First Owner,Diesel,Manual
16877,Maruti Alto K10,Maruti,325000,2016,68000,First Owner,Petrol,Manual
16878,Hyundai Creta 1.6,Hyundai,1035000,2017,20000,First Owner,Petrol,Manual
16879,Ford Fiesta Classic,Ford,375000,2012,46000,First Owner,Diesel,Manual
16881,Hyundai i20 Magna,Hyundai,330000,2013,70000,First Owner,Petrol,Manual
16882,Maruti Swift AMT,Maruti,645000,2018,45000,First Owner,Petrol,Automatic
16884,Maruti Eeco CNG,Maruti,325000,2013,72000,First Owner,CNG,Manual
16885,Maruti Vitara Brezza,Maruti,985000,2018,25000,First Owner,Diesel,Manual
16887,Mercedes-Benz C-Class 220,Mercedes-Benz,850000,2010,75900,First Owner,Diesel,Automatic
16888,Renault Duster 85PS,Renault,497000,2015,68000,First Owner,Diesel,Manual
16889,Hyundai i20 Active,Hyundai,751000,2017,68678,First Owner,Diesel,Manual
16890,Mercedes-Benz E-Class E250,Mercedes-Benz,2450000,2015,33000,First Owner,Diesel,Automatic
16891,Hyundai i10 Magna,Hyundai,375000,2016,25166,First Owner,Petrol,Manual
16892,Mercedes-Benz E-Class E,Mercedes-Benz,1349000,2012,50000,First Owner,Petrol,Manual
16894,Honda City 1.5,Honda,275000,2009,65000,First Owner,Petrol,Manual
16896,Tata Zest AMT,Tata,750000,2018,40000,First Owner,Diesel,Automatic
16897,Renault Duster 85PS,Renault,675000,2013,61000,First Owner,Diesel,Manual
16898,Maruti Ciaz VXi,Maruti,700000,2015,50000,First Owner,Petrol,Manual
16899,Hyundai EON Magna,Hyundai,275000,2016,20000,First Owner,Petrol,Manual
16900,Honda City 1.5,Honda,390000,2009,80661,First Owner,Petrol,Manual
16901,Mahindra KUV 100,Mahindra,275000,2016,70000,First Owner,Petrol,Manual
16902,Toyota Innova 2.5,Toyota,1175000,2013,160000,First Owner,Diesel,Manual
16903,Maruti 800 Std,Maruti,50000,2001,70000,First Owner,Petrol,Manual
16904,Honda City i,Honda,525000,2015,51000,First Owner,Petrol,Manual
16905,Hyundai Grand i10,Hyundai,550000,2018,35000,First Owner,Petrol,Automatic
16906,Mercedes-Benz E-Class E250,Mercedes-Benz,1299000,2011,55000,First Owner,Diesel,Automatic
16907,Maruti Swift VXi,Maruti,291000,2010,27284,First Owner,Petrol,Manual
16908,Toyota Corolla Altis,Toyota,1400000,2015,30000,First Owner,Petrol,Manual
16909,Maruti Ertiga ZXI,Maruti,1059000,2019,9001,First Owner,Petrol,Automatic
16910,Hyundai Santro Xing,Hyundai,120000,2008,80000,First Owner,Petrol,Manual
16911,Mahindra Scorpio M2DI,Mahindra,275000,2007,74000,First Owner,Diesel,Manual
16912,Audi A6 2.0,Audi,1250000,2012,90000,First Owner,Diesel,Automatic
16913,Land Rover Freelander,Land,1750000,2013,100000,First Owner,Diesel,Automatic
16914,Volkswagen Jetta 2.0L,Volkswagen,490000,2011,70000,First Owner,Diesel,Manual
16915,Toyota Innova 2.5,Toyota,944999,2016,70000,First Owner,Diesel,Manual
16916,Hyundai i20 2015-2017,Hyundai,800000,2017,110000,First Owner,Diesel,Manual
16917,Tata Zest AMT,Tata,600000,2016,35000,First Owner,Diesel,Automatic
16918,Maruti Vitara Brezza,Maruti,975000,2018,20180,First Owner,Diesel,Automatic
16919,Maruti Swift Ldi,Maruti,369000,2012,79000,First Owner,Diesel,Manual
16920,Maruti Swift Dzire,Maruti,270000,2011,170000,First Owner,Diesel,Manual
16922,Volkswagen Ameo 1.2,Volkswagen,599000,2016,21696,First Owner,Petrol,Manual
16924,Mahindra Xylo E4,Mahindra,380000,2011,78000,First Owner,Diesel,Manual
16925,Maruti Vitara Brezza,Maruti,751000,2016,65000,First Owner,Diesel,Manual
16926,Renault KWID RXT,Renault,365000,2016,26957,First Owner,Petrol,Manual
16927,Toyota Etios GD,Toyota,660000,2016,61000,First Owner,Diesel,Manual
16929,Maruti Baleno Sigma,Maruti,550000,2019,10000,First Owner,Petrol,Manual
16931,Maruti Swift VDI,Maruti,405000,2014,25000,First Owner,Diesel,Manual
16932,Hyundai Grand i10,Hyundai,500000,2016,20000,First Owner,Petrol,Manual
16934,Hyundai i20 Sportz,Hyundai,425000,2013,50000,First Owner,Petrol,Manual
16935,Honda Amaze S,Honda,475000,2016,40000,First Owner,Petrol,Manual
16936,Maruti Alto LX,Maruti,120000,2008,110000,First Owner,Petrol,Manual
16937,Honda WR-V i-DTEC,Honda,785000,2017,62736,First Owner,Diesel,Manual
16938,Hyundai i20 Magna,Hyundai,495000,2014,48100,First Owner,Petrol,Manual
16939,Maruti Vitara Brezza,Maruti,942000,2019,15000,First Owner,Diesel,Automatic
16940,Hyundai Xcent 1.2,Hyundai,585000,2015,43798,First Owner,Petrol,Manual
16941,Maruti Ertiga 1.5,Maruti,550000,2013,55000,First Owner,Diesel,Manual
16942,Hyundai i20 Asta,Hyundai,552000,2014,49000,First Owner,Petrol,Manual
16944,Maruti Swift Dzire,Maruti,350000,2008,115000,First Owner,Diesel,Manual
16945,Hyundai i10 Sportz,Hyundai,280000,2013,45000,First Owner,Petrol,Manual
16946,Maruti Alto K10,Maruti,195000,2010,425785,First Owner,Petrol,Manual
16947,Maruti Swift VXI,Maruti,610000,2019,7000,First Owner,Petrol,Manual
16949,Mercedes-Benz CLA 200,Mercedes-Benz,2585000,2016,26160,First Owner,Petrol,Automatic
16951,Renault Duster 85PS,Renault,680000,2016,140000,First Owner,Diesel,Manual
16952,Mercedes-Benz E-Class E350,Mercedes-Benz,1996000,2012,23000,First Owner,Petrol,Automatic
16953,Maruti Swift AMT,Maruti,645000,2018,25000,First Owner,Petrol,Automatic
16954,Maruti Vitara Brezza,Maruti,900000,2019,31000,First Owner,Diesel,Manual
16955,Hyundai i20 1.2,Hyundai,200000,2010,70000,First Owner,Petrol,Manual
16956,Hyundai Verna 1.4,Hyundai,655000,2016,35000,First Owner,Diesel,Manual
16957,Hyundai EON Era,Hyundai,305000,2013,23000,First Owner,Petrol,Manual
16958,Tata Nano XTA,Tata,270000,2016,8000,First Owner,Petrol,Automatic
16960,Tata Safari 2005-2017,Tata,450000,2012,72000,First Owner,Diesel,Manual
16961,Hyundai Creta 1.4,Hyundai,830000,2017,70000,First Owner,Diesel,Manual
16962,Hyundai Santro Xing,Hyundai,235000,2013,50000,First Owner,Petrol,Manual
16963,Maruti S-Cross 2017-2020,Maruti,880000,2018,67000,First Owner,Diesel,Manual
16964,Maruti Swift Dzire,Maruti,300000,2012,120000,First Owner,Diesel,Manual
16965,Jeep Compass 2.0,Jeep,1625000,2017,43726,First Owner,Diesel,Manual
16966,Mercedes-Benz CLA 200,Mercedes-Benz,2121000,2016,63000,First Owner,Petrol,Automatic
16967,Maruti Wagon R,Maruti,300000,2011,97319,First Owner,Petrol,Manual
16968,Tata Safari Storme,Tata,550000,2015,145000,First Owner,Diesel,Manual
16969,Mahindra Scorpio S10,Mahindra,850000,2015,48000,First Owner,Diesel,Manual
16971,Hyundai i20 1.4,Hyundai,700000,2018,35000,First Owner,Diesel,Manual
16972,Honda City i,Honda,850000,2017,19000,First Owner,Petrol,Manual
16973,Maruti Alto 800,Maruti,235000,2015,49000,First Owner,Petrol,Manual
16974,Hyundai Verna 1.6,Hyundai,160000,2009,78666,First Owner,Diesel,Manual
16976,Hyundai i20 1.2,Hyundai,425000,2010,80000,First Owner,Petrol,Manual
16977,Hyundai Grand i10,Hyundai,625000,2017,29945,First Owner,Petrol,Automatic
16978,Hyundai Grand i10,Hyundai,400000,2013,31178,First Owner,Petrol,Automatic
16979,Hyundai Creta 1.6,Hyundai,1100000,2017,19543,First Owner,Petrol,Manual
16980,Maruti Ciaz 1.4,Maruti,740000,2017,26000,First Owner,Petrol,Manual
16981,Volkswagen Polo 2015-2019,Volkswagen,795000,2016,29000,First Owner,Petrol,Automatic
16982,Hyundai Verna 1.6,Hyundai,509999,2013,48000,First Owner,Petrol,Manual
16983,Hyundai Creta 1.6,Hyundai,840000,2016,48000,First Owner,Petrol,Manual
16984,Maruti SX4 ZDI,Maruti,375000,2011,120000,First Owner,Diesel,Manual
16985,Maruti Baleno Delta,Maruti,600000,2018,50000,First Owner,Petrol,Automatic
16986,Hyundai i10 Sportz,Hyundai,250000,2011,68000,First Owner,Petrol,Manual
16988,Toyota Etios GD,Toyota,530000,2014,60000,First Owner,Diesel,Manual
16989,Chevrolet Sail Hatchback,Chevrolet,280000,2014,30000,First Owner,Petrol,Manual
16990,Hyundai Verna 1.6,Hyundai,409999,2012,68000,First Owner,Petrol,Manual
16991,Toyota Innova Crysta,Toyota,1895000,2016,61667,First Owner,Diesel,Automatic
16992,Mahindra KUV100 NXT,Mahindra,470000,2018,15000,First Owner,Petrol,Manual
16993,Maruti Celerio VXI,Maruti,429000,2016,18540,First Owner,Petrol,Automatic
16994,BMW 5 Series,BMW,5800000,2018,16000,First Owner,Diesel,Automatic
16995,Hyundai i20 Asta,Hyundai,635000,2015,48000,First Owner,Diesel,Manual
16996,Ford Figo Aspire,Ford,425000,2017,120000,First Owner,Diesel,Manual
16997,Toyota Innova Crysta,Toyota,1650000,2017,36639,First Owner,Diesel,Automatic
16998,Skoda Superb Elegance,Skoda,350000,2009,98000,First Owner,Diesel,Automatic
16999,Maruti Swift AMT,Maruti,835000,2018,18000,First Owner,Diesel,Automatic
17000,Maruti Alto 800,Maruti,170000,2016,143000,First Owner,Petrol,Manual
17001,Mahindra KUV100 NXT,Mahindra,680000,2018,40000,First Owner,Diesel,Manual
17002,Maruti Wagon R,Maruti,260000,2011,78562,First Owner,Petrol,Manual
17003,Honda City i,Honda,795000,2015,54000,First Owner,Petrol,Automatic
17004,Tata Zest Revotron,Tata,459999,2014,32281,First Owner,Petrol,Manual
17005,Maruti Alto 800,Maruti,250000,2013,80000,First Owner,Petrol,Manual
17006,Maruti Swift Dzire,Maruti,470000,2017,41000,First Owner,Diesel,Manual
17007,Volkswagen Polo 2015-2019,Volkswagen,650000,2015,63000,First Owner,Diesel,Manual
17009,Maruti Ciaz ZDi,Maruti,815000,2017,44000,First Owner,Diesel,Manual
17010,Maruti Alto LXi,Maruti,275000,2012,65535,First Owner,Petrol,Manual
17011,Maruti SX4 ZDI,Maruti,400000,2011,67000,First Owner,Diesel,Manual
17012,Hyundai i20 2015-2017,Hyundai,580000,2017,35000,First Owner,Diesel,Manual
17014,Maruti A Star,Maruti,295000,2010,45000,First Owner,Petrol,Manual
17015,Tata Tiago 1.2,Tata,390000,2017,50000,First Owner,Petrol,Manual
17016,Maruti Baleno Alpha,Maruti,710000,2017,34676,First Owner,Petrol,Manual
17017,Tata Safari Storme,Tata,550000,2013,68192,First Owner,Diesel,Manual
17018,Maruti Swift VXI,Maruti,434999,2015,50000,First Owner,Petrol,Manual
17020,Skoda Rapid 1.6,Skoda,400000,2014,50900,First Owner,Petrol,Manual
17021,Maruti Wagon R,Maruti,325000,2013,48000,First Owner,Petrol,Manual
17022,Maruti Ritz VDi,Maruti,278000,2011,79850,First Owner,Diesel,Manual
17023,Nissan Micra XV,Nissan,250000,2011,51000,First Owner,Petrol,Manual
17024,Honda Amaze VX,Honda,790000,2019,2200,First Owner,Petrol,Automatic
17025,BMW 5 Series,BMW,1800000,2012,79000,First Owner,Diesel,Automatic
17026,Mercedes-Benz E-Class E250,Mercedes-Benz,1230000,2010,126436,First Owner,Diesel,Automatic
17027,Hyundai Santro Xing,Hyundai,220000,2012,106346,First Owner,Petrol,Manual
17028,Toyota Innova 2.5,Toyota,994999,2013,76000,First Owner,Diesel,Manual
17029,Audi A4 2.0,Audi,1099000,2011,70000,First Owner,Diesel,Automatic
17031,Hyundai i20 1.4,Hyundai,395000,2012,73000,First Owner,Diesel,Manual
17032,BMW 5 Series,BMW,4000000,2018,10002,First Owner,Diesel,Automatic
17033,Maruti Swift AMT,Maruti,800000,2018,28000,First Owner,Diesel,Manual
17034,Maruti Celerio ZXI,Maruti,509999,2018,21000,First Owner,Petrol,Automatic
17035,Honda BRV i-VTEC,Honda,875000,2017,24783,First Owner,Petrol,Manual
17036,Skoda Rapid 1.6,Skoda,625000,2014,49000,First Owner,Diesel,Manual
17037,Hyundai i20 Asta,Hyundai,540000,2015,47000,First Owner,Petrol,Manual
17038,Skoda Rapid 1.5,Skoda,1000000,2019,35000,First Owner,Diesel,Automatic
17039,Tata Nexon 1.5,Tata,894999,2018,43000,First Owner,Diesel,Manual
17040,Maruti Alto 800,Maruti,280000,2017,35000,First Owner,Petrol,Manual
17041,BMW 6 Series,BMW,6000000,2018,24000,First Owner,Diesel,Automatic
17042,Toyota Innova Crysta,Toyota,1600000,2017,110000,First Owner,Diesel,Automatic
17043,BMW 3 Series,BMW,1545000,2015,35000,First Owner,Diesel,Automatic
17044,Toyota Innova 2.5,Toyota,965000,2014,78000,First Owner,Diesel,Manual
17045,Ford Figo 1.5D,Ford,270000,2016,70000,First Owner,Diesel,Manual
17046,Maruti Ignis 1.2,Maruti,470000,2018,14188,First Owner,Petrol,Manual
17047,Maruti Baleno Delta,Maruti,520000,2017,65000,First Owner,Petrol,Manual
